timepoint,genotype,embryo,total_cells,cell_type,cells
48,met-mut,GAP16.48.48h_met-mut_P10_F1,31,trigeminal ganglion,2
48,met-mut,GAP16.48.48h_met-mut_P10_F1,31,unknown sensory ganglion,2
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,cranial ganglion progenitor,8
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,epibranchial ganglion,9
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,lateral line ganglion,5
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,rohon-beard neuron,0
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,statoacoustic ganglion,4
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,trigeminal ganglion,2
48,met-mut,GAP16.48.48h_met-mut_P10_G1,32,unknown sensory ganglion,4
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,cranial ganglion progenitor,8
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,epibranchial ganglion,5
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,lateral line ganglion,5
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,rohon-beard neuron,1
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,statoacoustic ganglion,10
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,trigeminal ganglion,4
48,met-mut,GAP16.48.48h_met-mut_P10_H1,33,unknown sensory ganglion,0
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,cranial ganglion progenitor,17
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,epibranchial ganglion,15
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,lateral line ganglion,10
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,rohon-beard neuron,4
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,statoacoustic ganglion,31
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,trigeminal ganglion,10
48,noto-mut,GAP16.48.48h_noto-mut_P16_A10,95,unknown sensory ganglion,8
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,cranial ganglion progenitor,20
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,epibranchial ganglion,25
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,lateral line ganglion,8
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,rohon-beard neuron,2
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,statoacoustic ganglion,32
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,trigeminal ganglion,4
48,noto-mut,GAP16.48.48h_noto-mut_P16_B10,92,unknown sensory ganglion,1
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,cranial ganglion progenitor,16
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,epibranchial ganglion,20
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,lateral line ganglion,16
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,rohon-beard neuron,4
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,statoacoustic ganglion,27
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,trigeminal ganglion,5
48,noto-mut,GAP16.48.48h_noto-mut_P16_C10,88,unknown sensory ganglion,0
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,cranial ganglion progenitor,5
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,epibranchial ganglion,7
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,lateral line ganglion,5
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,rohon-beard neuron,0
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,statoacoustic ganglion,7
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,trigeminal ganglion,6
48,noto-mut,GAP16.48.48h_noto-mut_P16_D10,33,unknown sensory ganglion,3
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,cranial ganglion progenitor,18
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,epibranchial ganglion,12
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,lateral line ganglion,19
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,rohon-beard neuron,1
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,statoacoustic ganglion,15
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,trigeminal ganglion,2
48,noto-mut,GAP16.48.48h_noto-mut_P16_E10,67,unknown sensory ganglion,0
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,cranial ganglion progenitor,10
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,epibranchial ganglion,12
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,lateral line ganglion,8
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,rohon-beard neuron,2
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,statoacoustic ganglion,24
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,trigeminal ganglion,8
48,noto-mut,GAP16.48.48h_noto-mut_P16_F10,66,unknown sensory ganglion,2
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,cranial ganglion progenitor,16
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,epibranchial ganglion,24
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,lateral line ganglion,7
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,rohon-beard neuron,1
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,statoacoustic ganglion,14
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,trigeminal ganglion,3
48,noto-mut,GAP16.48.48h_noto-mut_P16_G10,66,unknown sensory ganglion,1
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,cranial ganglion progenitor,10
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,epibranchial ganglion,10
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,lateral line ganglion,8
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,rohon-beard neuron,3
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,statoacoustic ganglion,13
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,trigeminal ganglion,11
48,noto-mut,GAP16.48.48h_noto-mut_P16_H10,56,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,cranial ganglion progenitor,19
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,epibranchial ganglion,2
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,lateral line ganglion,12
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,rohon-beard neuron,1
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,statoacoustic ganglion,4
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,trigeminal ganglion,4
48,phox2a,GAP16.48.48h_phox2a_P2_A10,44,unknown sensory ganglion,2
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,cranial ganglion progenitor,5
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,epibranchial ganglion,0
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,lateral line ganglion,7
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,rohon-beard neuron,1
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,statoacoustic ganglion,4
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,trigeminal ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_B10,21,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,cranial ganglion progenitor,15
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,epibranchial ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,lateral line ganglion,11
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,rohon-beard neuron,1
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,statoacoustic ganglion,6
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,trigeminal ganglion,2
48,phox2a,GAP16.48.48h_phox2a_P2_C10,37,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,cranial ganglion progenitor,12
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,epibranchial ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,lateral line ganglion,5
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,rohon-beard neuron,0
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,statoacoustic ganglion,4
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,trigeminal ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_D10,24,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,cranial ganglion progenitor,10
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,epibranchial ganglion,23
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,lateral line ganglion,7
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,rohon-beard neuron,1
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,statoacoustic ganglion,7
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,trigeminal ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_E10,52,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,cranial ganglion progenitor,16
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,epibranchial ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,lateral line ganglion,11
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,rohon-beard neuron,0
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,statoacoustic ganglion,11
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,trigeminal ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_F10,41,unknown sensory ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,cranial ganglion progenitor,14
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,epibranchial ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,lateral line ganglion,7
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,rohon-beard neuron,2
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,statoacoustic ganglion,7
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,trigeminal ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_G10,38,unknown sensory ganglion,2
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,cranial ganglion progenitor,9
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,epibranchial ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,lateral line ganglion,6
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,rohon-beard neuron,0
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,statoacoustic ganglion,3
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,trigeminal ganglion,1
48,phox2a,GAP16.48.48h_phox2a_P2_H10,22,unknown sensory ganglion,0
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,cranial ganglion progenitor,16
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,epibranchial ganglion,9
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,lateral line ganglion,8
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,rohon-beard neuron,1
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,statoacoustic ganglion,12
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,trigeminal ganglion,6
48,tbx1,GAP16.48.48h_tbx1_P2_A9,54,unknown sensory ganglion,2
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,cranial ganglion progenitor,5
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,epibranchial ganglion,7
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,lateral line ganglion,6
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,rohon-beard neuron,1
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,statoacoustic ganglion,7
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,trigeminal ganglion,7
48,tbx1,GAP16.48.48h_tbx1_P2_B9,34,unknown sensory ganglion,1
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,cranial ganglion progenitor,12
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,epibranchial ganglion,11
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,lateral line ganglion,12
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,rohon-beard neuron,1
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,statoacoustic ganglion,13
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,trigeminal ganglion,3
48,tbx1,GAP16.48.48h_tbx1_P2_C9,52,unknown sensory ganglion,0
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,cranial ganglion progenitor,11
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,epibranchial ganglion,10
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,lateral line ganglion,4
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,rohon-beard neuron,0
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,statoacoustic ganglion,20
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,trigeminal ganglion,4
48,tbx1,GAP16.48.48h_tbx1_P2_D9,49,unknown sensory ganglion,0
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,cranial ganglion progenitor,7
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,epibranchial ganglion,9
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,lateral line ganglion,11
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,rohon-beard neuron,2
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,statoacoustic ganglion,13
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,trigeminal ganglion,8
48,tbx1,GAP16.48.48h_tbx1_P2_E8,51,unknown sensory ganglion,1
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,cranial ganglion progenitor,19
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,epibranchial ganglion,14
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,lateral line ganglion,8
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,rohon-beard neuron,1
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,statoacoustic ganglion,17
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,trigeminal ganglion,5
48,tbx1,GAP16.48.48h_tbx1_P2_F8,67,unknown sensory ganglion,3
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,cranial ganglion progenitor,8
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,epibranchial ganglion,9
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,lateral line ganglion,7
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,rohon-beard neuron,0
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,statoacoustic ganglion,6
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,trigeminal ganglion,6
48,tbx1,GAP16.48.48h_tbx1_P2_G8,37,unknown sensory ganglion,1
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,cranial ganglion progenitor,22
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,epibranchial ganglion,11
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,lateral line ganglion,18
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,rohon-beard neuron,3
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,statoacoustic ganglion,7
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,trigeminal ganglion,5
48,tbx1,GAP16.48.48h_tbx1_P2_H8,69,unknown sensory ganglion,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,cranial ganglion progenitor,2
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,epibranchial ganglion,2
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,lateral line ganglion,8
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,rohon-beard neuron,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,statoacoustic ganglion,11
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,trigeminal ganglion,2
48,tfap2a,GAP16.48.48h_tfap2a_P7_A12,28,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,cranial ganglion progenitor,6
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,epibranchial ganglion,4
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,lateral line ganglion,6
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,rohon-beard neuron,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,statoacoustic ganglion,1
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,trigeminal ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_B12,17,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,cranial ganglion progenitor,4
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,epibranchial ganglion,6
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,lateral line ganglion,5
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,rohon-beard neuron,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,statoacoustic ganglion,10
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,trigeminal ganglion,1
48,tfap2a,GAP16.48.48h_tfap2a_P7_C12,29,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,cranial ganglion progenitor,5
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,epibranchial ganglion,7
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,lateral line ganglion,4
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,rohon-beard neuron,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,statoacoustic ganglion,10
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,trigeminal ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_D12,27,unknown sensory ganglion,1
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,cranial ganglion progenitor,16
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,epibranchial ganglion,10
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,lateral line ganglion,6
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,rohon-beard neuron,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,statoacoustic ganglion,8
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,trigeminal ganglion,1
48,tfap2a,GAP16.48.48h_tfap2a_P7_E12,41,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,cranial ganglion progenitor,5
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,epibranchial ganglion,5
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,lateral line ganglion,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,rohon-beard neuron,1
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,statoacoustic ganglion,7
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,trigeminal ganglion,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_F12,24,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,cranial ganglion progenitor,4
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,epibranchial ganglion,9
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,lateral line ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,rohon-beard neuron,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,statoacoustic ganglion,14
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,trigeminal ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_G12,27,unknown sensory ganglion,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,cranial ganglion progenitor,7
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,epibranchial ganglion,9
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,lateral line ganglion,3
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,rohon-beard neuron,0
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,statoacoustic ganglion,11
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,trigeminal ganglion,2
48,tfap2a,GAP16.48.48h_tfap2a_P7_H12,33,unknown sensory ganglion,1
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,cranial ganglion progenitor,8
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,epibranchial ganglion,5
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,lateral line ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,rohon-beard neuron,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,statoacoustic ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,trigeminal ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_A5,19,unknown sensory ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,cranial ganglion progenitor,5
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,epibranchial ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,lateral line ganglion,3
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,rohon-beard neuron,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,statoacoustic ganglion,9
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,trigeminal ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_B5,24,unknown sensory ganglion,5
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,cranial ganglion progenitor,7
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,epibranchial ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,lateral line ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,rohon-beard neuron,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,statoacoustic ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,trigeminal ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_C5,13,unknown sensory ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,cranial ganglion progenitor,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,epibranchial ganglion,8
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,lateral line ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,rohon-beard neuron,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,statoacoustic ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,trigeminal ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_D5,22,unknown sensory ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,cranial ganglion progenitor,18
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,epibranchial ganglion,7
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,lateral line ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,rohon-beard neuron,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,statoacoustic ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,trigeminal ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_E5,35,unknown sensory ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,cranial ganglion progenitor,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,epibranchial ganglion,3
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,lateral line ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,rohon-beard neuron,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,statoacoustic ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,trigeminal ganglion,3
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_F5,16,unknown sensory ganglion,10
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,cranial ganglion progenitor,6
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,epibranchial ganglion,1
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,lateral line ganglion,1
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,rohon-beard neuron,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,statoacoustic ganglion,6
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,trigeminal ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_G5,16,unknown sensory ganglion,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,cranial ganglion progenitor,9
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,epibranchial ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,lateral line ganglion,2
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,rohon-beard neuron,0
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,statoacoustic ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,trigeminal ganglion,4
48,tfap2a-foxd3,GAP16.48.48h_tfap2a-foxd3_P3_H5,23,unknown sensory ganglion,0
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,cranial ganglion progenitor,8
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,epibranchial ganglion,4
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,lateral line ganglion,7
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,rohon-beard neuron,1
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,statoacoustic ganglion,4
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,trigeminal ganglion,2
48,zc4h2,GAP16.48.48h_zc4h2_P2_E9,28,unknown sensory ganglion,2
48,zc4h2,GAP16.48.48h_zc4h2_P2_F9,61,cranial ganglion progenitor,5
48,zc4h2,GAP16.48.48h_zc4h2_P2_F9,61,epibranchial ganglion,17
48,zc4h2,GAP16.48.48h_zc4h2_P2_F9,61,lateral line ganglion,6
48,zc4h2,GAP16.48.48h_zc4h2_P2_F9,61,rohon-beard neuron,1
