timepoint,genotype,embryo,total_cells,cell_type,cells
36,mafba,GAP16.36.36h_mafba_P9_H12,21,statoacoustic ganglion,5
36,mafba,GAP16.36.36h_mafba_P9_H12,21,trigeminal ganglion,4
36,mafba,GAP16.36.36h_mafba_P9_H12,21,rohon-beard neuron,2
36,mafba,GAP16.36.36h_mafba_P9_H12,21,unknown sensory ganglion,6
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,cranial ganglion progenitor,8
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,epibranchial ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,lateral line ganglion,1
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,statoacoustic ganglion,1
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,trigeminal ganglion,1
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,rohon-beard neuron,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_A11,17,unknown sensory ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,cranial ganglion progenitor,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,epibranchial ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,lateral line ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,statoacoustic ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,trigeminal ganglion,6
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,rohon-beard neuron,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_B11,26,unknown sensory ganglion,1
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,cranial ganglion progenitor,7
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,epibranchial ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,lateral line ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,statoacoustic ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,trigeminal ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,rohon-beard neuron,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_C11,30,unknown sensory ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,cranial ganglion progenitor,7
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,epibranchial ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,lateral line ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,statoacoustic ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,trigeminal ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,rohon-beard neuron,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_D11,25,unknown sensory ganglion,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,cranial ganglion progenitor,9
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,epibranchial ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,lateral line ganglion,6
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,statoacoustic ganglion,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,trigeminal ganglion,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,rohon-beard neuron,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_E11,21,unknown sensory ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,cranial ganglion progenitor,11
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,epibranchial ganglion,3
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,lateral line ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,statoacoustic ganglion,9
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,trigeminal ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,rohon-beard neuron,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_F11,33,unknown sensory ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,cranial ganglion progenitor,13
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,epibranchial ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,lateral line ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,statoacoustic ganglion,5
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,trigeminal ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,rohon-beard neuron,0
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_G11,26,unknown sensory ganglion,2
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,cranial ganglion progenitor,6
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,epibranchial ganglion,1
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,lateral line ganglion,6
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,statoacoustic ganglion,4
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,trigeminal ganglion,11
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,rohon-beard neuron,8
36,mafba-mut,GAP16.36.36h_mafba-mut_P9_H11,46,unknown sensory ganglion,10
36,met,GAP16.36.36h_met_P7_A10,28,cranial ganglion progenitor,6
36,met,GAP16.36.36h_met_P7_A10,28,epibranchial ganglion,1
36,met,GAP16.36.36h_met_P7_A10,28,lateral line ganglion,1
36,met,GAP16.36.36h_met_P7_A10,28,statoacoustic ganglion,8
36,met,GAP16.36.36h_met_P7_A10,28,trigeminal ganglion,9
36,met,GAP16.36.36h_met_P7_A10,28,rohon-beard neuron,2
36,met,GAP16.36.36h_met_P7_A10,28,unknown sensory ganglion,1
36,met,GAP16.36.36h_met_P7_B10,31,cranial ganglion progenitor,10
36,met,GAP16.36.36h_met_P7_B10,31,epibranchial ganglion,5
36,met,GAP16.36.36h_met_P7_B10,31,lateral line ganglion,3
36,met,GAP16.36.36h_met_P7_B10,31,statoacoustic ganglion,0
36,met,GAP16.36.36h_met_P7_B10,31,trigeminal ganglion,5
36,met,GAP16.36.36h_met_P7_B10,31,rohon-beard neuron,5
36,met,GAP16.36.36h_met_P7_B10,31,unknown sensory ganglion,3
36,met,GAP16.36.36h_met_P7_C10,26,cranial ganglion progenitor,13
36,met,GAP16.36.36h_met_P7_C10,26,epibranchial ganglion,1
36,met,GAP16.36.36h_met_P7_C10,26,lateral line ganglion,2
36,met,GAP16.36.36h_met_P7_C10,26,statoacoustic ganglion,3
36,met,GAP16.36.36h_met_P7_C10,26,trigeminal ganglion,5
36,met,GAP16.36.36h_met_P7_C10,26,rohon-beard neuron,0
36,met,GAP16.36.36h_met_P7_C10,26,unknown sensory ganglion,2
36,met,GAP16.36.36h_met_P7_D10,24,cranial ganglion progenitor,6
36,met,GAP16.36.36h_met_P7_D10,24,epibranchial ganglion,2
36,met,GAP16.36.36h_met_P7_D10,24,lateral line ganglion,4
36,met,GAP16.36.36h_met_P7_D10,24,statoacoustic ganglion,3
36,met,GAP16.36.36h_met_P7_D10,24,trigeminal ganglion,8
36,met,GAP16.36.36h_met_P7_D10,24,rohon-beard neuron,0
36,met,GAP16.36.36h_met_P7_D10,24,unknown sensory ganglion,1
36,met,GAP16.36.36h_met_P7_E10,24,cranial ganglion progenitor,10
36,met,GAP16.36.36h_met_P7_E10,24,epibranchial ganglion,7
36,met,GAP16.36.36h_met_P7_E10,24,lateral line ganglion,4
36,met,GAP16.36.36h_met_P7_E10,24,statoacoustic ganglion,1
36,met,GAP16.36.36h_met_P7_E10,24,trigeminal ganglion,1
36,met,GAP16.36.36h_met_P7_E10,24,rohon-beard neuron,1
36,met,GAP16.36.36h_met_P7_E10,24,unknown sensory ganglion,0
36,met,GAP16.36.36h_met_P7_F10,22,cranial ganglion progenitor,8
36,met,GAP16.36.36h_met_P7_F10,22,epibranchial ganglion,2
36,met,GAP16.36.36h_met_P7_F10,22,lateral line ganglion,4
36,met,GAP16.36.36h_met_P7_F10,22,statoacoustic ganglion,7
36,met,GAP16.36.36h_met_P7_F10,22,trigeminal ganglion,1
36,met,GAP16.36.36h_met_P7_F10,22,rohon-beard neuron,0
36,met,GAP16.36.36h_met_P7_F10,22,unknown sensory ganglion,0
36,met,GAP16.36.36h_met_P7_G10,14,cranial ganglion progenitor,5
36,met,GAP16.36.36h_met_P7_G10,14,epibranchial ganglion,3
36,met,GAP16.36.36h_met_P7_G10,14,lateral line ganglion,3
36,met,GAP16.36.36h_met_P7_G10,14,statoacoustic ganglion,0
36,met,GAP16.36.36h_met_P7_G10,14,trigeminal ganglion,0
36,met,GAP16.36.36h_met_P7_G10,14,rohon-beard neuron,0
36,met,GAP16.36.36h_met_P7_G10,14,unknown sensory ganglion,3
36,met,GAP16.36.36h_met_P7_H10,34,cranial ganglion progenitor,10
36,met,GAP16.36.36h_met_P7_H10,34,epibranchial ganglion,3
36,met,GAP16.36.36h_met_P7_H10,34,lateral line ganglion,1
36,met,GAP16.36.36h_met_P7_H10,34,statoacoustic ganglion,9
36,met,GAP16.36.36h_met_P7_H10,34,trigeminal ganglion,8
36,met,GAP16.36.36h_met_P7_H10,34,rohon-beard neuron,1
36,met,GAP16.36.36h_met_P7_H10,34,unknown sensory ganglion,2
36,noto,GAP16.36.36h_noto_P19_A5,33,cranial ganglion progenitor,13
36,noto,GAP16.36.36h_noto_P19_A5,33,epibranchial ganglion,1
36,noto,GAP16.36.36h_noto_P19_A5,33,lateral line ganglion,2
36,noto,GAP16.36.36h_noto_P19_A5,33,statoacoustic ganglion,7
36,noto,GAP16.36.36h_noto_P19_A5,33,trigeminal ganglion,5
36,noto,GAP16.36.36h_noto_P19_A5,33,rohon-beard neuron,4
36,noto,GAP16.36.36h_noto_P19_A5,33,unknown sensory ganglion,1
36,noto,GAP16.36.36h_noto_P19_B5,40,cranial ganglion progenitor,8
36,noto,GAP16.36.36h_noto_P19_B5,40,epibranchial ganglion,7
36,noto,GAP16.36.36h_noto_P19_B5,40,lateral line ganglion,0
36,noto,GAP16.36.36h_noto_P19_B5,40,statoacoustic ganglion,9
36,noto,GAP16.36.36h_noto_P19_B5,40,trigeminal ganglion,7
36,noto,GAP16.36.36h_noto_P19_B5,40,rohon-beard neuron,5
36,noto,GAP16.36.36h_noto_P19_B5,40,unknown sensory ganglion,4
36,noto,GAP16.36.36h_noto_P19_C5,37,cranial ganglion progenitor,13
36,noto,GAP16.36.36h_noto_P19_C5,37,epibranchial ganglion,4
36,noto,GAP16.36.36h_noto_P19_C5,37,lateral line ganglion,4
36,noto,GAP16.36.36h_noto_P19_C5,37,statoacoustic ganglion,2
36,noto,GAP16.36.36h_noto_P19_C5,37,trigeminal ganglion,8
36,noto,GAP16.36.36h_noto_P19_C5,37,rohon-beard neuron,6
36,noto,GAP16.36.36h_noto_P19_C5,37,unknown sensory ganglion,0
36,noto,GAP16.36.36h_noto_P19_D5,27,cranial ganglion progenitor,9
36,noto,GAP16.36.36h_noto_P19_D5,27,epibranchial ganglion,2
36,noto,GAP16.36.36h_noto_P19_D5,27,lateral line ganglion,2
36,noto,GAP16.36.36h_noto_P19_D5,27,statoacoustic ganglion,4
36,noto,GAP16.36.36h_noto_P19_D5,27,trigeminal ganglion,6
36,noto,GAP16.36.36h_noto_P19_D5,27,rohon-beard neuron,3
36,noto,GAP16.36.36h_noto_P19_D5,27,unknown sensory ganglion,1
36,noto,GAP16.36.36h_noto_P19_E5,26,cranial ganglion progenitor,14
36,noto,GAP16.36.36h_noto_P19_E5,26,epibranchial ganglion,2
36,noto,GAP16.36.36h_noto_P19_E5,26,lateral line ganglion,1
36,noto,GAP16.36.36h_noto_P19_E5,26,statoacoustic ganglion,4
36,noto,GAP16.36.36h_noto_P19_E5,26,trigeminal ganglion,1
36,noto,GAP16.36.36h_noto_P19_E5,26,rohon-beard neuron,2
36,noto,GAP16.36.36h_noto_P19_E5,26,unknown sensory ganglion,2
36,noto,GAP16.36.36h_noto_P19_F5,38,cranial ganglion progenitor,8
36,noto,GAP16.36.36h_noto_P19_F5,38,epibranchial ganglion,5
36,noto,GAP16.36.36h_noto_P19_F5,38,lateral line ganglion,2
36,noto,GAP16.36.36h_noto_P19_F5,38,statoacoustic ganglion,14
36,noto,GAP16.36.36h_noto_P19_F5,38,trigeminal ganglion,3
36,noto,GAP16.36.36h_noto_P19_F5,38,rohon-beard neuron,1
36,noto,GAP16.36.36h_noto_P19_F5,38,unknown sensory ganglion,5
36,noto,GAP16.36.36h_noto_P19_G5,41,cranial ganglion progenitor,17
36,noto,GAP16.36.36h_noto_P19_G5,41,epibranchial ganglion,2
36,noto,GAP16.36.36h_noto_P19_G5,41,lateral line ganglion,5
36,noto,GAP16.36.36h_noto_P19_G5,41,statoacoustic ganglion,2
36,noto,GAP16.36.36h_noto_P19_G5,41,trigeminal ganglion,6
36,noto,GAP16.36.36h_noto_P19_G5,41,rohon-beard neuron,5
36,noto,GAP16.36.36h_noto_P19_G5,41,unknown sensory ganglion,4
36,noto,GAP16.36.36h_noto_P19_H5,25,cranial ganglion progenitor,6
36,noto,GAP16.36.36h_noto_P19_H5,25,epibranchial ganglion,5
36,noto,GAP16.36.36h_noto_P19_H5,25,lateral line ganglion,1
36,noto,GAP16.36.36h_noto_P19_H5,25,statoacoustic ganglion,6
36,noto,GAP16.36.36h_noto_P19_H5,25,trigeminal ganglion,5
36,noto,GAP16.36.36h_noto_P19_H5,25,rohon-beard neuron,1
36,noto,GAP16.36.36h_noto_P19_H5,25,unknown sensory ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,cranial ganglion progenitor,9
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,epibranchial ganglion,5
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,lateral line ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,statoacoustic ganglion,13
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,trigeminal ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,rohon-beard neuron,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_A6,37,unknown sensory ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,cranial ganglion progenitor,5
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,epibranchial ganglion,3
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,lateral line ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,statoacoustic ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,trigeminal ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,rohon-beard neuron,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_B6,22,unknown sensory ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,cranial ganglion progenitor,13
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,epibranchial ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,lateral line ganglion,2
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,statoacoustic ganglion,10
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,trigeminal ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,rohon-beard neuron,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_C6,32,unknown sensory ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,cranial ganglion progenitor,14
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,epibranchial ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,lateral line ganglion,5
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,statoacoustic ganglion,5
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,trigeminal ganglion,18
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,rohon-beard neuron,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_D6,44,unknown sensory ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,cranial ganglion progenitor,15
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,epibranchial ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,lateral line ganglion,3
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,statoacoustic ganglion,2
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,trigeminal ganglion,7
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,rohon-beard neuron,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_E6,31,unknown sensory ganglion,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,cranial ganglion progenitor,11
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,epibranchial ganglion,7
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,lateral line ganglion,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,statoacoustic ganglion,7
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,trigeminal ganglion,2
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,rohon-beard neuron,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_F6,27,unknown sensory ganglion,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,cranial ganglion progenitor,8
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,epibranchial ganglion,6
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,lateral line ganglion,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,statoacoustic ganglion,9
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,trigeminal ganglion,4
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,rohon-beard neuron,0
36,noto-mut,GAP16.36.36h_noto-mut_P16_G6,30,unknown sensory ganglion,2
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,cranial ganglion progenitor,6
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,epibranchial ganglion,7
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,lateral line ganglion,2
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,statoacoustic ganglion,7
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,trigeminal ganglion,5
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,rohon-beard neuron,1
36,noto-mut,GAP16.36.36h_noto-mut_P16_H6,28,unknown sensory ganglion,0
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,cranial ganglion progenitor,10
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,epibranchial ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,lateral line ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,statoacoustic ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,trigeminal ganglion,8
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,rohon-beard neuron,1
36,phox2a,GAP16.36.36h_phox2a_P2_A3,35,unknown sensory ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,cranial ganglion progenitor,12
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,epibranchial ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,lateral line ganglion,3
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,statoacoustic ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,trigeminal ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,rohon-beard neuron,0
36,phox2a,GAP16.36.36h_phox2a_P2_B3,28,unknown sensory ganglion,3
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,cranial ganglion progenitor,19
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,epibranchial ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,lateral line ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,statoacoustic ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,trigeminal ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,rohon-beard neuron,1
36,phox2a,GAP16.36.36h_phox2a_P2_C3,28,unknown sensory ganglion,0
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,cranial ganglion progenitor,11
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,epibranchial ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,lateral line ganglion,5
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,statoacoustic ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,trigeminal ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,rohon-beard neuron,0
36,phox2a,GAP16.36.36h_phox2a_P2_D3,25,unknown sensory ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,cranial ganglion progenitor,8
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,epibranchial ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,lateral line ganglion,0
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,statoacoustic ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,trigeminal ganglion,5
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,rohon-beard neuron,0
36,phox2a,GAP16.36.36h_phox2a_P2_E3,22,unknown sensory ganglion,3
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,cranial ganglion progenitor,21
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,epibranchial ganglion,0
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,lateral line ganglion,5
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,statoacoustic ganglion,8
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,trigeminal ganglion,3
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,rohon-beard neuron,1
36,phox2a,GAP16.36.36h_phox2a_P2_F3,39,unknown sensory ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,cranial ganglion progenitor,16
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,epibranchial ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,lateral line ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,statoacoustic ganglion,2
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,trigeminal ganglion,4
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,rohon-beard neuron,0
36,phox2a,GAP16.36.36h_phox2a_P2_G3,26,unknown sensory ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,cranial ganglion progenitor,7
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,epibranchial ganglion,0
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,lateral line ganglion,5
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,statoacoustic ganglion,3
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,trigeminal ganglion,1
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,rohon-beard neuron,1
36,phox2a,GAP16.36.36h_phox2a_P2_H3,17,unknown sensory ganglion,0
36,smo,GAP16.36.36h_smo_P19_A6,21,cranial ganglion progenitor,5
36,smo,GAP16.36.36h_smo_P19_A6,21,epibranchial ganglion,3
36,smo,GAP16.36.36h_smo_P19_A6,21,lateral line ganglion,2
36,smo,GAP16.36.36h_smo_P19_A6,21,statoacoustic ganglion,4
36,smo,GAP16.36.36h_smo_P19_A6,21,trigeminal ganglion,4
36,smo,GAP16.36.36h_smo_P19_A6,21,rohon-beard neuron,2
36,smo,GAP16.36.36h_smo_P19_A6,21,unknown sensory ganglion,1
36,smo,GAP16.36.36h_smo_P19_B6,31,cranial ganglion progenitor,4
36,smo,GAP16.36.36h_smo_P19_B6,31,epibranchial ganglion,4
36,smo,GAP16.36.36h_smo_P19_B6,31,lateral line ganglion,4
36,smo,GAP16.36.36h_smo_P19_B6,31,statoacoustic ganglion,5
36,smo,GAP16.36.36h_smo_P19_B6,31,trigeminal ganglion,11
36,smo,GAP16.36.36h_smo_P19_B6,31,rohon-beard neuron,3
36,smo,GAP16.36.36h_smo_P19_B6,31,unknown sensory ganglion,0
36,smo,GAP16.36.36h_smo_P19_C6,24,cranial ganglion progenitor,1
36,smo,GAP16.36.36h_smo_P19_C6,24,epibranchial ganglion,2
36,smo,GAP16.36.36h_smo_P19_C6,24,lateral line ganglion,6
36,smo,GAP16.36.36h_smo_P19_C6,24,statoacoustic ganglion,7
36,smo,GAP16.36.36h_smo_P19_C6,24,trigeminal ganglion,3
36,smo,GAP16.36.36h_smo_P19_C6,24,rohon-beard neuron,0
36,smo,GAP16.36.36h_smo_P19_C6,24,unknown sensory ganglion,5
36,smo,GAP16.36.36h_smo_P19_D6,15,cranial ganglion progenitor,3
36,smo,GAP16.36.36h_smo_P19_D6,15,epibranchial ganglion,3
36,smo,GAP16.36.36h_smo_P19_D6,15,lateral line ganglion,0
36,smo,GAP16.36.36h_smo_P19_D6,15,statoacoustic ganglion,2
36,smo,GAP16.36.36h_smo_P19_D6,15,trigeminal ganglion,3
36,smo,GAP16.36.36h_smo_P19_D6,15,rohon-beard neuron,2
36,smo,GAP16.36.36h_smo_P19_D6,15,unknown sensory ganglion,2
36,smo,GAP16.36.36h_smo_P19_E6,46,cranial ganglion progenitor,13
36,smo,GAP16.36.36h_smo_P19_E6,46,epibranchial ganglion,0
36,smo,GAP16.36.36h_smo_P19_E6,46,lateral line ganglion,1
36,smo,GAP16.36.36h_smo_P19_E6,46,statoacoustic ganglion,13
36,smo,GAP16.36.36h_smo_P19_E6,46,trigeminal ganglion,8
36,smo,GAP16.36.36h_smo_P19_E6,46,rohon-beard neuron,7
36,smo,GAP16.36.36h_smo_P19_E6,46,unknown sensory ganglion,4
36,smo,GAP16.36.36h_smo_P19_F6,43,cranial ganglion progenitor,12
36,smo,GAP16.36.36h_smo_P19_F6,43,epibranchial ganglion,4
36,smo,GAP16.36.36h_smo_P19_F6,43,lateral line ganglion,7
36,smo,GAP16.36.36h_smo_P19_F6,43,statoacoustic ganglion,12
36,smo,GAP16.36.36h_smo_P19_F6,43,trigeminal ganglion,7
36,smo,GAP16.36.36h_smo_P19_F6,43,rohon-beard neuron,0
36,smo,GAP16.36.36h_smo_P19_F6,43,unknown sensory ganglion,1
36,smo,GAP16.36.36h_smo_P19_G6,27,cranial ganglion progenitor,10
36,smo,GAP16.36.36h_smo_P19_G6,27,epibranchial ganglion,0
36,smo,GAP16.36.36h_smo_P19_G6,27,lateral line ganglion,6
36,smo,GAP16.36.36h_smo_P19_G6,27,statoacoustic ganglion,6
36,smo,GAP16.36.36h_smo_P19_G6,27,trigeminal ganglion,1
36,smo,GAP16.36.36h_smo_P19_G6,27,rohon-beard neuron,1
36,smo,GAP16.36.36h_smo_P19_G6,27,unknown sensory ganglion,3
36,smo,GAP16.36.36h_smo_P19_H6,33,cranial ganglion progenitor,5
36,smo,GAP16.36.36h_smo_P19_H6,33,epibranchial ganglion,6
36,smo,GAP16.36.36h_smo_P19_H6,33,lateral line ganglion,5
36,smo,GAP16.36.36h_smo_P19_H6,33,statoacoustic ganglion,13
36,smo,GAP16.36.36h_smo_P19_H6,33,trigeminal ganglion,2
36,smo,GAP16.36.36h_smo_P19_H6,33,rohon-beard neuron,1
36,smo,GAP16.36.36h_smo_P19_H6,33,unknown sensory ganglion,1
